Word,Pron
westernizes,"w""Est.@`n.%aIz.@z"
westernizing,"w""Est.@`n.%aIz.IN"
westernmost,"w""Est.@`n.m%ost"
westerns,"w""Est.@`nz"
WESTFIELD,"w""Est.fild"
WESTHAMPTON,"w%Esth""ampt@n"
WESTMORE,"w""Est.m%Or"
WESTON,"w""E.stn="
WESTPHALIA,"wEst.f""e.li@"
WESTPORT,"w""Est.pOrt"
WESTWOOD,"w""Est.wUd"
wether,"""wED@`"
wethers,"""wED@`z"
wets,"w""Ets"
wettest,"w""E4.Ist"
wettings,"w""E4.INz"
WEXLER,"w""Eksl@`"
WEYBOSSET,"w""e.b%As.s%Et"
whackers,"hw""ak.@`z"
whacking,"hw""ak.IN"
whackings,"""hwakINz"
whacks,"hw""aks"
WHADDYA,"hw""V.4@.j@"
whaled,"hw""eld"
whalers,"hw""el.@`z"
whales,"hw""elz"
whams,"hw""amz"
whang,"w""aN"
whanged,"w""aNd"
whanging,"w""aNIN"
whangs,"w""aNz"
wharfage,"""hwOrfIdZ"
wharfs,"hw""Orfs"
whate'er,"hw@t""Er"
WHATMAN,"""hw@t.%man"
whatnots,"hw""Vt.n%Ats"
whatsoe'er,"%hwAtso""Er"
WHEARE,NULL
wheaten,"hw""it.n="
WHEATON,"hw""i.tn="
WHEE,"hw""i"
wheedle,"hw""i.4l="
wheedled,"hw""i.4l=d"
wheedles,"hw""i.4l=z"
wheedling,"hw""i.4l=.IN"
WHEELAN'S,NULL
wheelbarrows,"hw""il.b%a.roz"
wheelbases,"hw""il.b%es.@z"
wheelchairs,"hw""il.tS%Erz"
WHEELER,"hw""il.@`"
WHEELER'S,"w""il@`z"
wheelhouses,"hw""il.h%aUz.@z"
WHEELOCK,"w""il%Ak"
WHEELOCK'S,NULL
wheelwrights,"hw""il.r%aIts"
wheezier,"hw""iz.i.@`"
wheeziest,"hw""iz.i.Ist"
wheezily,"hw""iz.@.li"
wheeziness,"hw""iz.i.n@s"
WHELAN,"hw""i.l@n"
whelk,"w""Elk"
whelks,"w""Elks"
whelped,"hw""Elpt"
whelping,"hw""Elp.IN"
whelps,"hw""Elps"
WHER,NULL
WHEREEVER,"""hwEr%Ev@`"
whereunto,"hwEr""@ntU"
wherries,"hw""E.riz"
wherry,"hw""E.ri"
whets,"hw""Ets"
whetstones,"hw""Et.st%onz"
whetting,"hw""E4.IN"
whiffed,"hw""Ift"
whiffier,"hw""If.i.@`"
whiffiest,"hw""If.i.Ist"
whiffing,"hw""If.IN"
whiffs,"hw""Ifs"
whiffy,"hw""If.i"
whimpered,"hw""Im.p@`d"
whimpers,"hw""Im.p@`z"
whimsicalities,"hw%Im.zI.k""al.@.4iz"
whimsies,"hw""Im.ziz"
whin,"""hwIn"
whiner,"hw""aIn.@`"
whimsicality,"hw%Im.zI.k""al.@.4i"
whimsically,"hw""Im.zI.kli"
whiners,"hw""aIn.@`z"
whines,"hw""aInz"
whinnies,"hw""I.niz"
whinnying,"hw""I.ni.IN"
whipcord,"hw""Ip.k%Ord"
whippersnappers,"hw""Ip.@`.sn%ap.@`z"
whippets,"hw""I.pIts"
whippier,"hw""Ip.i.@`"
whippiest,"""hwIpiIst"
whippings,"hw""Ip.INz"
WHIPPLE,"hw""I.pl="
WHIPPLE'S,"w""Ip@lz"
whippoorwills,"w""Ip@`w%Ilz"
WHIPSAWED,"w""Ips%Od"
WHIPSNADE,NULL
whirligigs,"hw""3`.lI.g%Igz"
whirlpools,"hw""3`l.p%ulz"
whirls,"hw""3`lz"
whirlwinds,"hw""3`l.w%Indz"
whirlybird,"""hw3`li%b3`d"
whirlybirds,"""hw3`li%b3`dz"
whirr,"hw""3`"
whirred,"hw""3`d"
whirrs,"hw""3`z"
whiskies,"hw""I.skiz"
whisks,"hw""Isks"
whisperers,"hw""I.sp@`.@`z"
whist,"hw""Ist"
whistles,"hw""I.sl=z"
whit,"hw""It"
WHITCOMB,"hw""It.k@m"
whitebait,"hw""aIt.b%et"
whitecaps,"hw""aIt.k%aps"
Whitehall,"hw""aIt.h%Ol"
WHITELEAF,"""hwaIt.lif"
WHITELEY,"w""aItli"
WHITEMAN,"""hwaIt.mAn"
WHITEMARSH,"hw""aIt.m%ArS"
whiter,"hw""aI4.@`"
whitest,"hw""aI4.Ist"
whitethorn,"hw""aIt.T%Orn"
whitethorns,"hw""aIt.T%Ornz"
whitethroat,"hw""aIt.Tr%ot"
whitethroats,"hw""aIt.Tr%ots"
whitewashes,"hw""aIt.w%AS.@z"
whitewashing,"hw""aIt.w%AS.IN"
WHITEY,"hw""aI4.i"
WHITFIELD,"hw""It.fild"
Whitsun,"hw""It.sn="
Whitsuns,"hw""It.sn=z"
Whitsuntide,"hw""It.sn=.t%aId"
Whitsuntides,"hw""It.sn=.t%aIdz"
WHITTAKER,"hw""I.4@.k@`"
WHITTIER,"w""Iti@`"
WHITTIER'S,"hw""It.t%aI.%Arz"
whittled,"hw""I.4l=d"
whittler,"hw""I.4l=.@`"
whittlers,"hw""I.4l=.@`z"
whittles,"hw""I.4l=z"
whittling,"hw""I.4l=.IN"
whizzes,"hw""Iz.@z"
whodunits,"h%u.d""Vn.Its"
WHODUNNIT,"h%u.d""Vn.It"
wholesaler,"h""ol.s%el.@`"
wholesomeness,"h""ol.sm=.n@s"
whooped,"hw""upt"
whoops,"hw""ups"
whooshes,"hw""uS.@z"
whop,"hw""Ap"
whopped,"hw""Apt"
whops,"hw""Aps"
whorehouses,"h""Or.h%aUz.@z"
whoremongers,"h""Or.m%VN.g@`z"
whorled,"""hw3`ld"
whortleberries,"""hw3`tl=%bEriz"
whortleberry,"""hw3`tl=%bEri"
whoso,"h""u.s%o"
WHY'N,NULL
WHYFORES,NULL
WHYN'T,NULL
whys,"hw""aIz"
wickeder,"w""I.kId.@`"
wickedest,"w""I.kI4.Ist"
WICKHAM,"w""I.k@m"
wicks,"w""Iks"
WIDEGRIP,"w""aId.gr%Ip"
WIDENER,"w""aId.n=.@`"
widening,"w""aId.n=.IN"
wides,"w""aIdz"
widgeon,"w""I.dZ@n"
widgeons,"w""I.dZ@nz"
widowers,"w""I.do@`z"
WIDSITH,NULL
WIDTHWISE,"w""ItT.waIz"
WIEDERUM,NULL
WIELAND,"""vilAnt"
wielders,"w""ild.@`z"
wielding,"w""ild.IN"
wields,"w""ildz"
wifelier,"w""aIf.li.@`"
wifeliest,"""waIfliIst"
wigged,"w""Igd"
wigging,"w""Ig.IN"
wiggings,"w""Ig.INz"
wiggler,"w""I.gl=.@`"
wigglers,"w""I.gl=.@`z"
wiggles,"w""I.gl=z"
wight,"w""aIt"
wights,"w""aIts"
wigs,"w""Igz"
wigwams,"w""Ig.wAmz"
WIL,"w""Il"
WILCKE,NULL
wilco,NULL
WILCOX,"w""Il.kAks"
wildcats,"w""aIld.k%ats"
WILDE,"w""aIld"
wildebeests,"w""Il.d@.bists"
WILDENSTEIN,"w""aIld@n.st%aIn"
WILDER'S,"w""aIld@`z"
wildernesses,"w""Il.d@`.n@s.@z"
WILDHACK,"w""aIld.h%ak"
wilds,"w""aIldz"
WILEY,"""waIli"
WILFRID,"w""Il.frId"
wilful,"w""Il.fl="
wilfully,"w""Il.fl=.i"
wilfulness,"w""Il.fl=.n@s"
WILHELMINA,"w%Il.hEl.m""i.n@"
wilier,"w""aIl.i@`"
wiliest,"w""aIl.i.Ist"
WILIGIS,NULL
WILKES,"w""Ilks"
WILKEY,"w""Ilki"
WILKINSON,"w""Il.kIn.sn="
WILLA,"w""I.l@"
WILLAMETTE,"wI""lamIt"
WILLARD,"w""I.l@`d"
WILLCOX,"w""Il.kAks"
WILLEM,"""wIl@m"
WILLETT,"w""I.lIt"
WILLIAM'S,"w""Il.j@mz"
Williams,"w""Il.j@mz"
WILLIAMSON'S,"w""Il.j@m.sn=z"
willies,"w""I.liz"
WILLINGE,"""wIl%IndZ"
WILLINGS,NULL
WILLYA,NULL
WILMETTE,"wIl""mEt"
WILMINGTON,"w""Il.mIN.t@n"
WILSHIRE,"w""Il.SaIr"
wilting,"w""Ilt.IN"
Wilton,"w""Il.tn="
Wiltons,"w""Il.tn=z"
wilts,"w""Ilts"
Wimpies,"w""Impiz"
wimple,"w""Im.pl="
wimples,"w""Im.pl=z"
Wimpy,"w""Imp.i"
WIMSATT,"w""Ims@t"
winces,"w""Ins.@z"
wincey,"""wInsi"
winceyette,"%wInsI""Et"
winch,"w""IntS"
winched,"w""IntSt"
WINCHELL,"""wIntS@l"
winching,"w""IntS.IN"
windbags,"w""Ind.b%agz"
windbreakers,"w""Ind.br%ek.@`z"
windcheater,"w""Ind.tS%i4.@`"
windcheaters,"w""Ind.tS%i4.@`z"
windfalls,"w""Ind.f%Olz"
WINDHAM,"w""In.4@m"
windier,"w""In4.i@`"
windiest,"w""In4.i.Ist"
windily,"w""In4.@.li"
windiness,"w""In4.i.n@s"
windjammers,"w""Ind.dZ%am.@`z"
windlass,"w""Ind.l@s"
windlasses,"w""Ind.l@s.@z"
windmills,"w""Ind.m%Ilz"
windowsills,"w""In.do.s%Ilz"
windpipe,"w""Ind.p%aIp"
windpipes,"w""Ind.p%aIps"
windscreens,"w""Ind.skr%inz"
windshields,"w""Ind.S%ildz"
windsleeves,"""wInd.slivz"
windsocks,"w""Ind.s%Aks"
windstorms,"w""Ind.st%Ormz"
winebibber,"""waIn%bIb@`"
winebibbers,"""waIn%bIb@`z"
winebibbing,"""waIn.%bIbIN"
wineglasses,"w""aIn.gl%as.@z"
WINEHEAD,"w""aIn.h%Ed"
winepresses,"w""aIn.pr%Es.@z"
wineskins,"w""aIn.sk%Inz"
WINFIELD,"w""In.fild"
wingers,"w""IN.@`z"
wingspans,"w""IN.sp%anz"
wingspreads,"w""IN.spr%Edz"
winkers,"w""INk.@`z"
winkle,"w""IN.kl="
winkles,"w""IN.kl=z"
winks,"w""INks"
WINNETKA,"w%In""Etk@"
WINNIPESAUKEE,"w""In.n%Ip%is%O.k%i"
winnow,"w""I.no"
winnowed,"w""I.nod"
winnowing,"w""I.no.IN"
winnows,"w""I.noz"
WINOOSKI,"wI""nuski"
WINOS,"w""aIn.oz"
WINSETT,"w""InsEt"
WINSLOW,"w""Inz.lo"
WINSLOW'S,NULL
winsomely,"w""In.sm=.li"
winsomeness,"w""In.sm=.n@s"
WINSOR,"w""Inz@`"
winterier,"w""In.4@`.i.@`"
winteriest,"""wInt@`iIst"
WINTHROP,"w""In.Tr@p"
wintrier,"w""In.tri@`"
wintriest,"w""In.tri.Ist"
wipers,"w""aIp.@`z"
wipes,"w""aIps"
wirelesses,"w""aIr.l@s.@z"
wiretapped,"w""aI@`t%apt"
wiretapping,"w""aIr.t%ap.IN"
wiretaps,"w""aIr.t%aps"
wireworms,"w""aIr.w%3`mz"
wirier,"w""aIr.i@`"
wiriest,"w""aIr.i.Ist"
wiriness,"w""aIr.i.n@s"
WIS,"w""Is"
wiseacre,"""waIz%ek@`"
wiseacres,"""waIz%ek@`z"
wisecracking,"w""aIz.kr%ak.IN"
wisecracks,"w""aIz.kr%aks"
WISED,"w""aIzd"
WISHART,"w""IS%Art"
wishbones,"w""IS.b%onz"
wishfully,"w""IS.fl=.i"
WISMAN,"w""Izm@n"
WISMAN'S,"w""Is.m%anz"
wispier,"w""Isp.i@`"
wispiest,"w""Isp.i.Ist"
WISSAHICKON,NULL
Wistar,"w""Is.t%Ar"
WISTER,"w""Is.t%@`"
wisterias,"wI.st""I.ri@z"
wistfulness,"w""Ist.fl=.n@s"
witchdoctors,"wItS.""dAkt@`z"
witchery,"w""ItS.@`.ri"
witching,"w""ItS.IN"
withdrawals,"w%IT.dr""O@lz"
withdraws,"w%IT.dr""Oz"
withe,"w""ID"
witheringly,"w""I.D@`.IN.li"
withers,"w""I.D@`z"
WITHERSPOON,"w""I.D@`.sp%un"
withes,"w""IDz"
withholds,"w%IT.h""oldz"
withies,"w""I.Diz"
withstanding,"w%IT.st""an4.IN"
withy,"w""I.Di"
witlessly,"w""It.l@s.li"
witlessness,"w""It.l@s.n@s"
WITOLD,"w""It.%old"
WITT,"""vIt"
WITTER,"w""I4.@`"
witticism,"w""I4.I.s%I.zm="
witticisms,"w""I4.I.s%I.zm=z"
wittier,"w""I4.i@`"
wittiest,"w""I4.i.Ist"
wittily,"w""I4.@.li"
wittiness,"w""I4.i.n@s"
wizards,"w""I.z@`dz"
wizen,"w""I.zn="
wizened,"w""I.zn=d"
wizening,"w""I.zn=.IN"
wizens,"w""I.zn=z"
wo,"""wo"
woad,"w""od"
wobbler,"w""A.bl=.@`"
wobblers,"w""A.bl=.@`z"
wobbles,"w""A.bl=z"
wobbliest,"w""A.bl=.i.Ist"
WOBURN,"w""o.b@`n"
WOD,NULL
woefully,"w""o.fl=.i"
woes,"w""oz"
wog,NULL
wogs,NULL
WOHAW,NULL
WOHAWS,NULL
WOHD,NULL
woken,"w""ok.@n"
WOLCOTT,"w""olk@t"
WOLCYRZ,NULL
wold,"w""old"
WOLDE,NULL
wolds,"w""oldz"
WOLFE,"w""Ulf"
wolfed,"w""Ulft"
WOLFES,NULL
vivariums,"vaI""vEri@mz"
vivas,"v""aI.v@z"
VIVE,"v""iv"
VIVIER,"v""aIvi@`"
vivifies,"v""I.v@.faIz"
vivifying,"v""I.v@.f%aI.IN"
viviparous,"vI.v""I.p@`.r@s"
vivisect,"v%I.vI.s""Ekt"
vivisected,"v%I.vI.s""Ekt.@d"
vivisecting,"v%I.vI.s""Ekt.IN"
vivisectionist,"v%I.vI.s""Ek.Sn=.Ist"
vivisectionists,"v%I.vI.s""Ek.Sn=.Ists"
vivisections,"v%I.vI.s""Ek.Sn=z"
vivisects,"v%I.vI.s""Ekts"
VIVO,"v""ivo"
vixenish,"v""Ik.sn=.IS"
vixens,"v""Ik.sn=z"
VIYELLA,"vI""jEl@"
VIZ,"v""Iz"
vizier,"vI.z""Ir"
viziers,"vI.z""Irz"
VLADILEN,NULL
vocabs,NULL
vocalized,"v""o.k@l.aIzd"
vocalizes,"v""o.k@l.%aIz.@z"
vocalizing,"v""o.k@l.%aIz.IN"
vocations,"vo.k""e.Sn=z"
VOCABULARIANISM,"vo.k%a.bj@.l""E.ri@n.%I.zm="
vocative,"v""A.k@.4Iv"
vocatives,"v""A.k@.4Ivz"
VOCE,"v""o.tSe"
voces,"v""o.tSez"
vociferated,"vo.s""I.f@`.r%e4.@d"
vociferates,"vo.s""I.f@`.rets"
vociferating,"vo.s""I.f@`.r%e4.IN"
vodkas,"v""Ad.k@z"
VOEGELIN,NULL
vogues,"v""ogz"
voicing,"v""OIs.IN"
voided,"v""OI4.@d"
voiding,"v""OI4.IN"
voile,"""vOIl"
VOITURE,"vwa""tHR"
vol,"v""Al"
VOLARE,"v""Al.%Ar"
volatilities,"v%A.l@.t""Il.@.4iz"
volcanoes,"vAl.k""e.noz"
vole,"v""ol"
VOLENS,NULL
voles,"v""olz"
volitional,"vo.l""I.Sn=.@l"
VOLKENSTEIN,"v""Al.k%En.st%aIn"
VOLKER,"""f2lk@R"
VOLKSGEIST,NULL
volleyballs,"v""A.li.b%Olz"
volleyed,"v""A.lid"
volleying,"v""A.li.IN"
volleys,"v""A.liz"
VOLNEY,"v""olni"
VOLSTEAD,"v""Al.st%Ed"
VOLTA,"v""ol.t@"
VOLTA'S,"v""ol.t@z"
VOLTAIRE,"vol.t""Er"
VOLTAIRE'S,"v""olt.%Er.%iz"
volubility,"v%A.lj@.b""Il.@.4i"
volubly,NULL
voluminously,"v@.l""um.@.n@s.li"
voluminousness,"v@""lum@n@snEs"
voluntaries,"v""A.l@n.t%E.riz"
voluptuaries,"v@""l@ptSu%Eriz"
voluptuary,"v@""l@ptSu%Eri"
voluptuously,"v@.l""Vp.tSu@s.li"
voluptuousness,"v@.l""Vp.tSu@s.n@s"
volute,"v@.l""ut"
voluted,"v@.l""ut.@d"
volutes,"v@.l""uts"
VOM,NULL
VOMICA,"""vAm@k@"
vomited,"v""A.m@4.@d"
vomits,"v""A.m@ts"
VON,"v""An"
VONNEGUT'S,NULL
voodooism,"v""u.du.%I.zm="
VOORHEES,"v""Urhiz"
VOPOS,NULL
voracity,"vO.r""a.s@.4i"
VOROSHILOV,"vARA""SilAf"
vortexes,"v""Or.tEks.@z"
vortices,"v""Or.4@.siz"
VOS,"v""As"
votaries,"v""o.4@`.riz"
voteless,"v""ot.l@s"
vouchsafe,"v%aUtS.s""ef"
vouchsafed,"v%aUtS.s""eft"
vouchsafing,"v%aUtS.s""ef.IN"
VOUILLEMONT,NULL
VOULEZ,NULL
VOUME,NULL
VOUS,NULL
vox,"v""Aks"
voyaged,"v""OI.IdZd"
voyagers,"v""OI.IdZ.@`z"
VOYAGEURS,NULL
voyaging,"v""OI.IdZ.IN"
voyeuristically,"v%OI.3`.""Ist.Ik.li"
voyeurs,"vOI.""3`z"
VRAI,NULL
VRILIUM,NULL
VROMAN,"vr""om@n"
VTOL,"""vi%tOl"
VUE,"v""u"
VUHRANDUH,NULL
vulcanite,"""v@lk@%naIt"
vulcanization,"v%Vl.k@n.@z.""e.Sn="
vulcanizations,"v%Vl.k@n.@z.""e.Sn=z"
vulcanize,"v""Vl.k@n.aIz"
vulcanizes,"v""Vl.k@n.%aIz.@z"
vulcanizing,"v""Vl.k@n.%aIz.IN"
vulgarian,"vVl.g""Er.i@n"
vulgarians,"vVl.g""Er.i@nz"
waists,"w""ests"
WALDO,"w""Ol.do"
WANGENHEIM,"w""aN@n.h%aIm"
wanks,"w""aNks"
wantoning,"w""An.tn=.IN"
warders,"w""Or4.@`z"
warier,"w""E.ri@`"
wartier,"w""Or4.i.@`"
wartiest,"""wOrtiIst"
WARWICK,"w""O.rIk"
WARWICKSHIRE,"w""O.rIk.SaIr"
WARYS,NULL
washbasins,"w""AS.b%e.sn=z"
washbowls,"w""AS.b%olz"
washcloths,"w""AS.kl%OTs"
washdays,"w""AS.d%ez"
washers,"w""AS.@`z"
washerwomen,"w""AS.@`.w%I.mIn"
washhouse,"w""AS.h%aUs"
washerwoman,"w""AS.@`.w%U.m@n"
washhouses,"w""AS.h%aUz.@z"
washier,"w""AS.i.@`"
washwomen,"w""AS.w%I.mIn"
wavering,"w""e.v@`.IN"
WAYMOUTH,"w""e.m%aUT"
wearies,"w""I.riz"
webs,"w""Ebz"
WEIDMAN,"""waIdm@n"
weirdies,"w""Ir4.iz"
WELCH'S,"w""EltS@z"
WELDWOOD,"w""Eldw%Ud"
welsher,"w""ElS.@`"
Weltanschauungen,NULL
WENDELL,"w""En.4l="
WESKER'S,"w""Esk@`z"
wetted,"w""E4.@d"
WHAH,NULL
WHARTON,"hw""Or.tn="
wheelhouse,"hw""il.h%aUs"
whippy,"hw""Ip.i"
WHITEFACE,"hw""aIt.f%es"
whitings,"w""aItINz"
whitlow,"hw""It.lo"
whitlows,"hw""It.loz"
WHITROW,"w""Itr%o"
WHOE,NULL
wifelike,"w""aIf.l%aIk"
wiliness,"w""aIl.i.n@s"
WILLIAMS'S,"w""Il.j@mz.@z"
witting,"w""I.4IN"
wobblier,"w""A.bl=.i@`"
WOLFE'S,"w""Ulfs"
WOODSIDE,"w""Ud.s%aId"
WOONSOCKET,"wun""sAkIt"
wormed,"w""3`md"
wormholes,"w""3`m.h%olz"
wormier,"w""3`m.i.@`"
ZUR,NULL
washiest,"""wASiIst"
WASHIZU,"""wAS%izu"
WASHIZU'S,NULL
WASHOE,"w""AS%o"
washouts,"w""AS.%aUts"
washrooms,"w""AS.r%umz"
washstands,"w""AS.st%andz"
washwoman,"""wAS%wUm@n"
washy,"w""AS.i"
waspish,"w""Asp.IS"
waspishly,"w""Asp.IS.li"
waspishness,"w""Asp.IS.n@s"
wasps,"w""Asps"
wassails,"w""A.selz"
WASSON,"w""Os@n"
wast,"w""Ast"
wastebaskets,"w""est.b%a.sk@ts"
wastefully,"w""est.fl=.i"
wastefulness,"w""est.fl=.n@s"
wastelands,"w""est.l%andz"
waster,"w""est.@`"
wasters,"w""est.@`z"
wastrel,"w""est.r@l"
wastrels,"w""est.r@lz"
watchbands,"w""AtS.b%andz"
watchdogs,"w""AtS.d%Ogz"
watcher,"w""AtS.@`"
watchfully,"w""AtS.fl=.i"
watchfulness,"w""AtS.fl=.n@s"
WATCHINGS,"w""AtS.INz"
watchmakers,"w""AtS.m%ek.@`z"
watchstraps,"w""AtS.str%aps"
watchtowers,"w""AtS.t%aUrz"
watchword,"w""AtS.w%3`d"
watchwords,"w""AtS.w%3`dz"
waterbirds,"w""O.4@`.b%3`dz"
watercannons,"w""O.4@`.k%a.n@nz"
waterchute,"w""O.4@`.S%ut"
waterchutes,"w""O.4@`.S%uts"
watercolour,"w""O.4@`.k%V.l@`"
watercolours,"w""O.4@`.k%V.l@`z"
watercourses,"w""O.4@`.k%Ors.@z"
WATERFLOWS,"w""O.4@`.fl%oz"
waterfowls,"w""O.4@`.f%aUlz"
waterfronts,"w""O.4@`.fr%Vnts"
waterhen,"w""O.4@`.h%En"
waterhens,"w""O.4@`.h%Enz"
waterholes,"""wOt@`.holz"
waterier,"w""O.4@`.i@`"
wateriest,"w""O.4@`.i.Ist"
waterlines,"w""O.4@`.l%aInz"
waterman,"w""O.4@`.m@n"
watermarks,"w""O.4@`.m%Arks"
watermelons,"w""O.4@`.m%E.l@nz"
watermen,"w""Ot@`m@n"
watermills,"w""O.4@`.m%Ilz"
waterproofed,"w""O.4@`.pr%uft"
waterproofs,"w""O.4@`.pr%ufs"
waterspouts,"w""O.4@`.sp%aUts"
watertables,"w""O.4@`.t%e.bl=z"
waterwheels,"""wOt@`%hwilz"
WATLING,"w""At.lIN"
wattages,"w""A4.IdZ.@z"
WATTENBERG,"w""At@nb@`g"
WATTERSON,"""wAt@`s@n"
wattle,"w""A.4l="
watts,"w""Ats"
WAVELAND,"w""ev.l%and"
wavered,"w""e.v@`d"
waverer,"w""e.v@`.@`"
waverers,"w""e.v@`.@`z"
waveringly,"w""e.v@`.IN.li"
wavier,"w""ev.i@`"
waviest,"w""ev.i.Ist"
waviness,"w""ev.i.n@s"
waxes,"w""aks.@z"
waxier,"w""aks.i@`"
waxiest,"w""aks.i.Ist"
waxiness,"w""aks.i.n@s"
waybill,"w""e.b%Il"
waybills,"w""e.b%Ilz"
wayfarers,"w""e.f%Er.@`z"
wayfaring,"w""e.f%Er.IN"
waylain,"w""e.l%en"
waylaying,"w%e.l""e.IN"
waylays,"w%e.l""ez"
WE'UNS,NULL
weaklier,"w""ik.li.@`"
weakliest,"""wikliIst"
weaklings,"w""ik.lINz"
weal,"w""il"
Weald,"w""ild"
weals,"w""ilz"
wealthier,"w""ElT.i@`"
wealthily,"w""ElT.@.li"
weans,"w""inz"
weaponless,"w""E.p@n.l@s"
wearable,"w""Er.@.bl="
wearer,"w""Er.@`"
wearers,"w""Er.@`z"
wearier,"w""I.ri@`"
weariest,"w""I.ri.Ist"
WEARIN,NULL
weasels,"hw""i.zl=z"
weatherboard,"w""E.D@`.b%Ord"
weatherboards,"w""E.D@`.b%Ordz"
weathercock,"w""E.D@`.k%Ak"
weathercocks,"w""E.D@`.k%Aks"
WEATHERFORD,"w""ED@`f@`d"
weatherglass,"w""E.D@`.gl%as"
weatherglasses,"w""E.D@`.gl%as.@z"
weathermen,"w""ED@`m%En"
weatherproofed,"w""E.D@`.pr%uft"
weatherproofing,"w""E.D@`.pr%uf.IN"
weatherproofs,"w""E.D@`.pr%ufs"
weaved,"w""ivd"
weavers,"w""iv.@`z"
WEBB,"w""Eb"
webbed,"w""Ebd"
WEBBER,"w""E.b@`"
webbing,"w""Eb.IN"
WEBER,"w""E.b@`"
WEBSTERVILLE,"w""Ebst@`.v%Il"
WECHSLER,"w""Eksl@`"
wedges,"w""EdZ.@z"
wedging,"w""EdZ.IN"
Wedgwood,"w""EdZ.wUd"
weds,"w""Edz"
WEEDE,NULL
weedier,"w""i4.i@`"
weediest,"w""i4.i.Ist"
weediness,"w""i4.i.n@s"
weeding,"w""i4.IN"
weedy,"w""i4.i"
weeing,"w""i.IN"
weekdays,"w""ik.d%ez"
weekended,"w""ik.End.@d"
weekender,"w""ik.En4.@`"
weekenders,"w""ik.En4.@`z"
weekending,"w""ik.End.IN"
weeknights,"w""ik.n%aIts"
WEEMS'S,NULL
weenier,"w""i.ni@`"
weeniest,"w""i.ni.Ist"
weepier,"w""ip.i.@`"
weepiest,"""wipiIst"
weeps,"w""ips"
wees,"w""iz"
weevil,"w""i.vl="
weevils,"w""i.vl=z"
weft,"w""Eft"
wefts,"w""Efts"
WEGENER,"w""Egin@`"
WEI,"""we"
WEIDER,"w""aId@`"
WEIGAND,"w""aIg@nd"
WEIGEL'S,NULL
weighbridge,"w""e.br%IdZ"
weighbridges,"w""e.br%IdZ.@z"
weightier,"w""e4.i@`"
weightiest,"w""e4.i.Ist"
weightily,"w""e4.@.li"
weightiness,"w""e4.i.n@s"
weightlessly,"w""et.l@s.li"
WEIGLE,"w""ig@l"
WEIL,"v""aIl"
WEINBERG,"w""aIn.b3`g"
WEINSTEIN,"w""aIn.staIn"
WEINSTEIN'S,"w""aInst%aInz"
weirder,"w""Ir4.@`"
weirdest,"w""Ir4.Ist"
weirdie,"w""Ir4.i"
weirdness,"w""Ird.n@s"
weirdos,"w""Ir4.oz"
WEIRDY,"""wirdi"
WEISS,"v""aIs"
WEISSMAN,"v""aIs.m@n"
WEISSMULLER,"""waIs.%m@l@`"
WELBORN,"w""Elb@`n"
WELCH,"w""EltS"
welders,"w""Eld.@`z"
WELDON,"w""El.dn="
welds,"w""Eldz"
welkin,"w""El.kIn"
WELL'S,"w""Elz"
WELLESLEY,"w""Elz.li"
wellington,"w""E.lIN.t@n"
wellingtons,"w""E.lIN.t@nz"
WELLMAN,"w""Elm@n"
WELLS'S,"w""Elz@z"
WELLSLEY,"""wEl.%sle"
wellsprings,"w""El.spr%INz"
WELLSVILLE,"""wElzvIl"
WELMERS,NULL
welshed,"w""ElSt"
welshers,"w""ElS.@`z"
welshes,"w""ElS.@z"
welshing,"w""ElS.IN"
Welshmen,"w""ElS.m@n"
Weltanschauung,"%vEltAn""SaUN"
weltered,"w""El.t@`d"
weltering,"w""El.t@`.IN"
welters,"w""El.t@`z"
welterweights,"w""El.t@`.w%ets"
WELTON,"w""Elt@n"
WEMMICK,NULL
wen,"w""En"
wenched,"w""EntSt"
wenches,"w""EntS.@z"
wenching,"w""EntS.IN"
wend,"w""End"
WENDELLS,"w""En.d%Elz"
wens,"w""Enz"
Wensleydale,"w""Enz.li.del"
Wensleydales,"w""Enz.li.delz"
WENTWORTH,"w""Ent.w@`T"
werewolves,"w""Er.wUlvz"
WERGELAND,NULL
WERNER,"w""3`.n@`"
wert,"w""3`t"
WERT'S,NULL
vaporizing,"v""e.p@`.%aIz.IN"
vapour,"v""e.p@`"
vapours,"v""e.p@`z"
VAQUERO,"vA""kEro"
VAR,NULL
VARANI,"v@`""Ani"
variableness,"v""E.ri@.bl=.n@s"
variably,"v""E.ri@.bli"
VARIAN,"v""E.ri@n"
variants,"v""E.ri@nts"
varicoloured,"""vEri%k@l@d"
variegate,"v""E.ri@.get"
variegated,"v""E.ri@.g%e4.@d"
variegates,"v""E.ri@.gets"
variegating,"v""E.ri@.g%e4.IN"
variegation,"v%E.ri@.g""e.Sn="
variegations,"v%E.ri@.g""e.Sn=z"
variform,"""vEr@%fOrm"
VARIGRAD,"v""Ari.gr%ad"
variorum,"%vEri""or@m"
variorums,"%vEri""or@mz"
VARITINTED,"v""Ari.t%Int@d"
VARITYPING,"v""Ari.t%aIpIN"
VARLAAM,NULL
VARLAAM'S,NULL
varlet,"""vArlIt"
varlets,"""vArlIts"
varmints,"v""Ar.m@nts"
VARNER,"v""Arn@`"
VARNESSA,"v""Arn%Es@"
varnished,"v""Ar.nISt"
varnishing,"v""Ar.nIS.IN"
