Word,WordNet,MacMillan
alexandrian,2,NA
alexandrine,1,NA
alexia,1,NA
alf,NA,NA
alfa,NA,NA
alfalfa,2,1
alfonso,NA,NA
alfred,1,NA
alfresco,2,NA
alg,NA,NA
algae,1,1
algebra,1,1
algebraic,1,1
algeria,1,NA
algerian,2,NA
algerians,NA,NA
algiers,1,NA
algin,1,NA
alginate,NA,NA
algonquin,3,NA
algorismic,NA,NA
algorithm,1,1
algorithmic,1,NA
algorithmically,NA,NA
algorithms,NA,NA
alguacil,NA,NA
alhambra,1,NA
alia,NA,NA
alias,2,1
aliases,NA,NA
alibi,3,2
alibied,NA,NA
alibiing,NA,NA
alibis,NA,NA
alice,NA,NA
alien,6,5
alienate,3,3
alienated,2,1
alienating,1,NA
alienation,4,3
alienist,1,NA
aliens,NA,NA
alight,3,5
alighted,NA,NA
alighting,NA,NA
align,4,3
aligned,2,NA
aligning,1,NA
alignment,4,3
alignments,NA,NA
aligns,NA,NA
alike,3,3
alimentary,1,NA
alimonies,NA,NA
alimony,1,1
aline,1,NA
alinements,NA,NA
alison,NA,NA
alit,NA,NA
ality,NA,NA
alive,7,2
aliyah,2,NA
alk,NA,NA
alkali,2,1
alkaline,1,1
alkalinize,2,NA
alkalize,1,NA
alkaloid,1,1
alkaloids,NA,NA
alkalosis,1,NA
alkane,1,NA
alky,1,NA
alkyd,1,NA
alkylating,NA,NA
all,3,NA
allah,1,NA
allan,NA,NA
allay,2,1
allayed,NA,NA
allaying,NA,NA
allays,NA,NA
allegation,2,1
allegations,NA,NA
allege,1,1
alleged,2,1
allegedly,1,1
alleges,NA,NA
allegheny,1,NA
allegiance,2,1
allegiances,NA,NA
allegiant,1,NA
alleging,NA,NA
allegorical,1,NA
allegories,NA,NA
allegory,3,1
allegro,4,NA
allele,1,NA
alleles,NA,NA
alleluia,NA,NA
allemande,1,NA
allemands,NA,NA
allen,3,NA
allene,NA,NA
aller,NA,NA
allergen,1,1
allergens,NA,NA
allergic,2,2
allergies,NA,NA
allergist,1,NA
allergists,NA,NA
allergy,1,1
alleviate,2,1
alleviated,1,NA
alleviates,NA,NA
alleviating,NA,NA
alley,2,2
alleys,NA,NA
alleyway,1,1
alleyways,NA,NA
allez,NA,NA
allgood,1,NA
allhallows,1,NA
alliance,5,2
alliances,NA,NA
allied,5,3
allies,3,NA
alligator,3,1
alligators,NA,NA
alliteration,1,1
alliterations,NA,NA
alliterative,1,NA
allium,1,NA
allo,NA,NA
allocate,1,1
allocated,NA,NA
allocates,NA,NA
allocating,NA,NA
allocation,3,2
allocations,NA,NA
allocution,1,NA
allograft,1,NA
allopurinol,1,NA
allot,3,1
allotment,2,2
allotments,NA,NA
allots,NA,NA
allotted,1,NA
allotting,NA,NA
allover,1,NA
allow,10,5
allowable,3,1
allowance,7,2
allowances,NA,NA
allowed,NA,NA
allowing,NA,NA
allows,NA,NA
alloy,4,1
alloys,NA,NA
alls,NA,NA
allspice,3,1
allude,1,NA
alluded,NA,NA
alludes,NA,NA
alluding,NA,NA
allumette,NA,NA
allure,2,1
allured,NA,NA
allurements,NA,NA
alluring,1,1
allusion,1,1
allusions,NA,NA
alluvial,1,1
alluvials,NA,NA
ally,3,5
allying,NA,NA
allyou,NA,NA
alma,NA,NA
almanac,2,2
almanacs,NA,NA
almandine,2,NA
almightiness,NA,NA
almighty,2,2
almond,2,2
almonds,NA,NA
almost,1,1
alms,1,1
almshouse,NA,NA
aln,NA,NA
alo,NA,NA
aloe,1,1
aloes,1,NA
aloft,4,1
aloha,1,NA
alone,6,5
aloneness,1,NA
along,5,3
alongside,1,NA
aloof,2,1
alopecia,1,1
aloud,2,1
alouette,NA,NA
alow,NA,NA
alp,1,NA
alpaca,3,2
alpacas,NA,NA
alpenstocks,NA,NA
alpha,4,NA
alphabet,2,1
alphabetical,2,1
alphabetically,1,NA
alphabetised,1,NA
alphabetising,NA,NA
alphabetize,2,1
alphabetized,1,NA
alphabetizing,NA,NA
alphanumeric,1,1
alphas,NA,NA
alpheus,NA,NA
alpine,3,1
alps,1,NA
already,1,5
alright,4,1
alrighty,NA,NA
als,1,NA
alsatian,3,NA
also,1,2
alt,1,NA
altair,1,NA
altar,2,1
altarpiece,1,NA
altars,NA,NA
alter,5,3
alteration,3,2
alterations,NA,NA
altercation,1,1
altered,3,NA
altering,1,NA
alternate,10,6
alternated,NA,NA
alternately,1,NA
alternates,NA,NA
alternating,2,NA
alternatingly,NA,NA
alternation,1,NA
alternative,4,3
alternatively,1,1
alternatives,NA,NA
alternator,1,1
alternators,NA,NA
alters,NA,NA
alteza,NA,NA
althaea,1,NA
althea,1,NA
although,NA,NA
altimeter,1,1
altimeters,NA,NA
altiplano,NA,NA
altitude,3,1
altitudes,NA,NA
alto,8,NA
altogether,4,3
altos,NA,NA
altruism,1,1
altruist,1,NA
altruistic,1,1
altruistically,1,NA
alum,4,1
aluminium,1,NA
aluminum,1,1
alumna,1,1
alumnae,NA,NA
alumni,NA,NA
alumnus,1,1
alums,NA,NA
alvar,NA,NA
alveolar,3,NA
alveoli,NA,NA
alveolus,2,NA
alw,NA,NA
alway,NA,NA
always,5,4
aly,NA,NA
alzheimer,NA,NA
am,3,NA
ama,NA,NA
amable,NA,NA
amah,2,1
amal,NA,NA
amalgam,2,2
amalgamated,1,NA
amalgamation,1,2
amandine,NA,NA
amanita,1,NA
amant,NA,NA
amanuensis,1,1
amar,NA,NA
amaranth,2,NA
amaretto,1,NA
amargosa,NA,NA
amarillo,1,NA
amaryllis,1,1
amas,NA,NA
amass,2,1
amassed,NA,NA
amasses,NA,NA
amassing,NA,NA
amassment,NA,NA
amateur,4,4
amateurish,1,1
amateurism,1,NA
amateurs,NA,NA
amaze,2,1
amazed,1,1
amazement,1,1
amazes,NA,NA
amazing,2,2
amazingly,1,NA
amazon,4,NA
amazonian,NA,NA
amazons,NA,NA
amba,NA,NA
ambach,NA,NA
ambassador,2,2
ambassadorial,1,1
ambassadors,NA,NA
ambassadorship,1,NA
amber,3,2
ambergris,1,NA
ambers,NA,NA
ambiance,2,NA
ambidextrous,2,1
ambience,2,1
ambient,1,2
ambients,NA,NA
ambiguities,NA,NA
ambiguity,2,2
ambiguous,3,2
ambisexual,NA,NA
ambition,3,2
ambitions,NA,NA
ambitious,2,2
ambitiously,1,NA
ambivalence,1,1
ambivalent,1,1
amble,2,1
ambled,NA,NA
ambler,1,NA
ambling,NA,NA
amblyopia,1,NA
ambos,NA,NA
ambrose,1,NA
ambrosia,4,1
ambrosial,2,NA
ambulance,1,1
ambulances,NA,NA
ambulation,1,NA
ambulatories,NA,NA
ambulatory,3,NA
ambush,3,2
ambushed,NA,NA
ambushes,NA,NA
ambushing,NA,NA
ame,NA,NA
amebas,NA,NA
amebic,1,NA
ameer,1,NA
amel,NA,NA
amelia,1,NA
ameliorate,2,1
ameliorated,NA,NA
amelioration,1,NA
amen,1,NA
amenable,4,2
amend,3,1
amended,2,NA
amending,NA,NA
amendment,2,2
amendments,NA,NA
amends,2,NA
amenities,1,NA
america,2,NA
american,5,NA
americana,1,NA
americanism,3,NA
americanization,1,NA
americanize,2,NA
americanized,NA,NA
americanizing,NA,NA
americans,NA,NA
americas,NA,NA
amethyst,2,1
amethysts,NA,NA
amex,1,NA
amharic,2,NA
ami,NA,NA
amiability,2,NA
amiable,2,1
amiably,1,NA
amicable,1,1
amicably,1,NA
amice,NA,NA
amicus,NA,NA
amid,NA,NA
amidship,3,NA
amidships,1,1
amidst,NA,NA
amie,NA,NA
amiga,NA,NA
amigas,NA,NA
amigo,1,NA
amigos,NA,NA
amil,NA,NA
amin,NA,NA
amination,NA,NA
amine,1,NA
amino,2,NA
amir,1,NA
amiral,NA,NA
amis,NA,NA
amish,1,NA
amiss,4,NA
amity,2,NA
amman,1,NA
ammer,NA,NA
ammeter,1,NA
ammo,1,1
ammonia,2,1
ammoniac,2,NA
ammonium,1,NA
ammos,NA,NA
ammunition,3,2
amnesia,1,1
amnesiac,2,NA
amnesiacs,NA,NA
amnesias,NA,NA
amnesic,3,NA
amnestied,NA,NA
amnesty,4,1
amniocentesis,1,1
amniotic,1,NA
amobarbital,1,NA
amoeba,1,1
amoebae,NA,NA
amoebas,NA,NA
amoebic,1,NA
amoeboid,1,NA
amok,3,NA
among,NA,NA
amongst,NA,NA
amontillado,1,NA
amor,1,NA
amoral,NA,1
amorality,1,NA
amoroso,NA,NA
amorous,2,1
amorphous,5,1
amortised,NA,NA
amortization,2,NA
amortize,1,1
amortized,NA,NA
amortizes,NA,NA
amortizing,NA,NA
amos,2,NA
amount,7,4
amounted,NA,NA
amounting,NA,NA
amounts,NA,NA
amour,1,1
amours,NA,NA
amp,2,2
amparo,NA,NA
amperage,1,1
amperes,NA,NA
ampersand,1,1
amphetamine,1,1
amphetamines,NA,NA
amphib,NA,NA
amphibial,NA,NA
amphibian,4,2
amphibians,NA,NA
amphibious,2,3
amphipods,NA,NA
amphitheater,2,1
amphitheatre,2,NA
amphitryon,NA,NA
amphora,1,NA
amphotericin,1,NA
ampicillin,1,NA
ample,3,2
amplification,3,NA
amplified,NA,NA
amplifier,1,1
amplifiers,NA,NA
amplifies,NA,NA
amplify,4,2
amplifying,NA,NA
amplitude,3,1
amply,2,NA
ampoules,NA,NA
amps,NA,NA
ampule,1,NA
amputate,1,1
amputated,NA,NA
amputates,NA,NA
amputating,NA,NA
amputation,2,NA
amputations,NA,NA
amputator,1,NA
amputee,1,1
amputees,NA,NA
amsterdam,1,NA
amt,NA,NA
amtracs,NA,NA
amtrak,NA,NA
amu,NA,NA
amuck,3,NA
amulet,1,1
amulets,NA,NA
amuse,2,2
amused,1,1
amusedly,NA,NA
amusement,2,3
amusements,NA,NA
amusers,NA,NA
amuses,NA,NA
amusing,2,1
amusingly,1,NA
amy,NA,NA
amygdala,1,NA
amyl,1,NA
amylase,1,NA
amyloidosis,1,NA
amyls,NA,NA
an,1,NA
ana,2,NA
anabaptist,1,NA
anabolic,2,NA
anachronism,3,1
anachronisms,NA,NA
anachronistic,1,NA
anaconda,1,1
anacondas,NA,NA
anaemia,2,NA
anaemic,2,NA
anaerobic,2,1
anaesthesia,1,NA
anaesthesiologist,NA,NA
anaesthesiology,NA,NA
anaesthetic,3,NA
anaesthetise,1,NA
anaesthetised,NA,NA
anaesthetist,1,1
anaesthetize,1,NA
anaesthetized,NA,NA
anaesthetizes,NA,NA
anaglyphics,NA,NA
anaglypta,NA,NA
anagogic,1,NA
anagram,2,1
anagrammed,NA,NA
anagrams,1,NA
anaheim,1,NA
anal,2,2
analeptic,2,NA
analgesia,1,2
analgesic,2,1
analgesics,NA,NA
anally,NA,NA
analog,2,NA
analogies,NA,NA
analogous,2,1
analogs,NA,NA
analogue,2,NA
analogues,NA,NA
analogy,3,1
analysation,NA,NA
analyse,4,NA
analysed,NA,NA
analyser,1,NA
analyses,NA,NA
analysing,NA,NA
analysis,6,2
analyst,3,2
analysts,NA,NA
analytic,4,NA
analytical,2,1
analyzable,1,NA
analyze,4,2
analyzed,1,NA
analyzer,1,NA
analyzers,NA,NA
analyzes,NA,NA
analyzing,NA,NA
anan,NA,NA
ananda,NA,NA
ananias,1,NA
anaphase,1,NA
anaphylactic,1,NA
anaphylaxis,1,1
anarchic,1,1
anarchism,1,1
anarchist,1,1
anarchistic,1,NA
anarchists,NA,NA
anarchy,1,2
anas,1,NA
anastomose,2,NA
anastomosed,NA,NA
anastomosis,1,NA
anat,NA,NA
anathema,2,1
anatolian,1,NA
anatomic,2,NA
anatomical,3,1
anatomically,1,NA
anatomies,NA,NA
anatomise,1,NA
anatomist,1,NA
anatomize,2,2
anatomy,3,4
anc,NA,NA
ancestor,1,2
ancestors,NA,NA
ancestral,2,NA
ancestrally,NA,NA
ancestry,2,1
anchor,5,7
anchorage,5,2
anchored,NA,NA
anchoring,NA,NA
anchorites,NA,NA
anchorman,1,1
anchormen,NA,NA
anchorperson,1,NA
anchorpersons,NA,NA
anchors,NA,NA
anchorwoman,NA,1
anchovies,NA,NA
anchovy,2,1
ancient,4,2
anciently,1,NA
ancients,1,NA
ancillary,1,2
ancora,NA,NA
and,NA,NA
anda,NA,NA
andante,4,NA
andantes,NA,NA
andean,1,NA
anders,NA,NA
anderson,5,NA
andes,1,NA
andiron,1,NA
andirons,NA,NA
andouille,NA,NA
andre,NA,NA
andrew,1,NA
androcles,NA,NA
androgynous,2,2
androgyny,1,NA
android,1,1
androids,NA,NA
andromache,NA,NA
andromeda,4,NA
ands,NA,NA
ane,1,NA
anecdotal,2,1
anecdotalist,NA,NA
anecdotally,NA,NA
anecdote,1,1
anecdotes,NA,NA
anemia,3,1
anemias,NA,NA
anemic,2,2
anemometer,1,NA
anemone,2,1
anemones,NA,NA
aneroid,2,NA
anesthesia,1,2
anesthesiologist,1,1
anesthesiologists,NA,NA
anesthesiology,1,NA
anesthetic,3,1
anesthetics,NA,NA
anesthetist,1,1
anesthetists,NA,NA
anesthetize,1,1
anesthetized,NA,NA
anesthetizing,NA,NA
aneurism,1,NA
aneurysm,1,1
aneurysms,NA,NA
anew,1,1
angel,4,2
angeles,NA,NA
angelfish,3,NA
angelic,3,3
angelica,3,NA
angelical,3,NA
angelically,1,NA
angelina,NA,NA
angeline,NA,NA
angelique,1,NA
angelito,NA,NA
angels,NA,NA
angelus,2,NA
anger,5,2
angered,1,NA
angering,NA,NA
angers,NA,NA
angina,2,1
angiogram,1,NA
angiography,1,NA
angioma,1,NA
angiomas,NA,NA
angioplasty,1,1
angiosperms,NA,NA
angle,8,5
angled,1,NA
angler,3,1
anglers,NA,NA
angles,NA,NA
angleworm,1,NA
anglican,2,NA
anglicized,NA,NA
angling,1,1
anglo,NA,NA
anglophile,1,1
anglophilia,1,NA
anglos,NA,NA
angola,1,NA
angora,4,2
angrier,NA,NA
angriest,NA,NA
angrily,1,NA
angry,3,3
angst,1,1
angstrom,1,NA
angstroms,NA,NA
anguish,4,1
anguished,1,1
anguishes,NA,NA
angular,2,2
angulated,NA,NA
angulation,2,NA
angus,2,NA
anharmonic,NA,NA
anhedonia,1,NA
anhedonic,NA,NA
anhedral,NA,NA
anhydride,1,NA
anhydrotic,NA,NA
ani,1,NA
anil,2,NA
aniline,1,NA
anima,1,NA
animal,2,5
animala,NA,NA
animalculous,NA,NA
animalistic,1,NA
animality,1,NA
animals,NA,NA
animas,NA,NA
animate,7,2
animated,2,2
animates,NA,NA
animating,1,NA
animation,6,2
animations,NA,NA
animator,2,1
animators,NA,NA
anime,3,1
animists,NA,NA
animosities,NA,NA
animosity,1,1
animus,1,1
anion,1,1
anions,NA,NA
anise,2,NA
anisette,1,NA
ankara,1,NA
ankh,NA,NA
ankhs,NA,NA
ankle,1,1
anklebone,1,NA
ankles,NA,NA
anklet,3,1
anklets,1,NA
ankus,1,NA
ankylosis,1,NA
ann,NA,NA
anna,1,NA
annal,NA,NA
annals,2,1
annapolis,1,NA
annas,NA,NA
annatto,NA,NA
anne,1,NA
annex,3,3
annexation,2,NA
annexe,1,NA
annexed,NA,NA
annexes,NA,NA
annexing,NA,NA
anni,NA,NA
annie,NA,NA
annihilate,1,2
annihilated,1,NA
annihilates,NA,NA
annihilating,2,NA
annihilation,2,NA
annihilators,NA,NA
anniversaries,NA,NA
anniversary,1,1
anno,NA,NA
annotate,2,1
annotated,NA,NA
annotating,1,NA
annotations,NA,NA
announce,4,3
announced,1,NA
announcement,2,2
announcements,NA,NA
announcer,2,1
announcers,NA,NA
announces,NA,NA
announcing,NA,NA
annoy,1,1
annoyance,5,2
annoyances,NA,NA
annoyed,2,1
annoyer,1,NA
annoying,2,1
annoyingly,1,NA
annoys,NA,NA
annual,4,4
annually,2,1
annuals,NA,NA
annuities,NA,NA
annuity,1,2
annul,2,1
annular,1,NA
annulled,NA,NA
annulling,NA,NA
annulment,3,NA
annulments,NA,NA
annuls,NA,NA
annum,1,NA
annunciation,3,NA
annunciator,1,NA
anode,2,1
anodised,NA,NA
anodization,NA,NA
anodized,NA,NA
anodyne,2,1
anoint,2,2
anointed,NA,NA
anointing,1,NA
anoints,NA,NA
anomalies,NA,NA
anomalous,1,1
anomaly,3,1
anon,2,1
anonyme,NA,NA
anonymity,1,2
anonymous,2,2
anonymously,1,NA
anonyms,NA,NA
anopheles,1,NA
anorectic,3,NA
anorexia,1,1
anorexic,2,3
anorexics,NA,NA
anoscopy,NA,NA
anosmatic,1,NA
anosmia,1,NA
another,1,NA
anoxia,1,NA
ans,1,NA
anschluss,NA,NA
answer,15,9
answerable,2,2
answered,NA,NA
answering,1,NA
answers,NA,NA
ant,1,1
antacid,2,1
antacids,NA,NA
antaeus,NA,NA
antagonise,2,NA
antagonising,NA,NA
antagonism,4,2
antagonist,3,1
antagonistic,5,2
antagonists,NA,NA
antagonize,2,1
antagonized,NA,NA
antagonizes,NA,NA
antagonizing,NA,NA
antarctic,2,NA
antarctica,1,NA
antares,1,NA
ante,2,NA
anteater,6,1
antebellum,1,NA
antecedent,5,NA
antecedents,NA,NA
antechamber,1,1
antecubital,1,NA
anted,NA,NA
antediluvian,4,1
anteflexed,NA,NA
anteing,NA,NA
antelope,1,1
antelopes,NA,NA
antemortem,1,NA
antenatal,1,1
antenna,3,2
antennae,NA,NA
antennas,NA,NA
anterior,3,1
anteriorly,1,NA
anterograde,1,NA
anterolateral,NA,NA
anteroom,1,1
anterooms,NA,NA
antes,NA,NA
anteverted,NA,NA
anthelmintic,2,NA
anthem,2,3
anthems,NA,NA
anther,1,1
anthers,NA,NA
anthill,1,1
anthills,NA,NA
anthologies,NA,NA
anthologized,NA,NA
anthology,1,1
anthony,2,NA
anthozoa,1,NA
anthracite,1,1
anthrax,2,1
anthropic,1,NA
anthropoid,4,NA
anthropological,1,NA
anthropologically,NA,NA
anthropologist,1,NA
anthropologists,NA,NA
anthropology,1,1
anthropomancy,NA,NA
anthropomorphise,1,NA
anthropomorphization,NA,NA
anthropomorphizing,NA,NA
anthropophagy,1,NA
anti,2,NA
antiaircraft,2,NA
antibacterial,2,1
antibiotic,2,1
antibiotics,NA,NA
antibodies,NA,NA
antibody,1,1
antic,3,NA
anticholinergic,2,NA
antichrist,1,NA
antichrists,NA,NA
anticipate,6,3
anticipated,1,NA
anticipates,NA,NA
anticipating,NA,NA
anticipation,4,1
anticipations,NA,NA
anticipatory,1,1
anticlimactic,2,NA
anticlimax,2,1
anticline,NA,NA
anticlockwise,2,NA
anticoagulant,1,1
anticoagulants,NA,NA
anticoagulation,1,NA
anticommunism,NA,NA
anticommunist,NA,NA
anticorrosive,NA,NA
antics,NA,2
antidemocratic,NA,NA
antidepressant,1,1
antidepressants,NA,NA
antidepressive,NA,NA
antidisestablishmentarianism,NA,NA
antidotal,1,NA
antidote,1,2
antidotes,NA,NA
antiestablishment,NA,NA
antifascist,NA,NA
antifeminist,1,NA
antifreeze,1,1
antifungal,2,NA
antigen,1,1
antigens,NA,NA
antigone,1,NA
antigovernment,NA,NA
antigravitational,NA,NA
antigravity,NA,NA
antigun,NA,NA
antihero,1,NA
antiheroes,NA,NA
antihistamine,1,1
antihistamines,NA,NA
antihuman,NA,NA
antilles,1,NA
antimatter,1,1
antimilitary,NA,NA
antimissile,NA,NA
antimony,1,NA
antineoplastic,2,NA
antineutrons,NA,NA
antinuclear,NA,NA
antioxidant,1,1
antioxidants,NA,NA
antipasto,1,1
antipathy,2,1
antipersonnel,1,NA
antiperspirant,1,1
antipodes,1,NA
antiprotons,NA,NA
antipsychotic,1,NA
antiquarian,3,NA
antiquated,1,1
antique,7,2
antiques,NA,NA
antiquing,NA,NA
antiquities,NA,NA
antiquity,3,3
antisepsis,2,NA
antiseptic,5,NA
antiseptics,NA,NA
antiserum,1,NA
antiship,NA,NA
antislavery,NA,NA
antisocial,2,2
antispasmodic,1,NA
antitank,1,NA
antithesis,2,1
antithetical,1,NA
antitoxin,1,NA
antitrust,1,NA
antivenin,1,NA
antivenom,NA,NA
antiviral,2,NA
antivirals,NA,NA
antivirus,NA,NA
antivivisection,NA,NA
antivivisectionist,NA,NA
antiwar,NA,NA
antler,1,1
antlers,NA,NA
antoinette,NA,NA
antonio,NA,NA
antony,1,NA
antonyms,NA,NA
antres,NA,NA
antrum,1,NA
ants,NA,NA
antsier,NA,NA
antsy,1,1
antwerp,1,NA
anuran,2,NA
anus,1,1
anuses,NA,NA
anvil,2,1
anvils,NA,NA
anxieties,NA,NA
anxiety,2,2
anxious,2,3
anxiously,1,NA
any,2,NA
anybodies,NA,NA
anybody,NA,NA
anyhow,2,7
anymore,1,1
anyone,NA,NA
anyplace,1,1
anything,NA,NA
anythings,NA,NA
anytime,NA,NA
anyway,2,8
anyways,1,NA
anywhere,1,3
anywheres,NA,NA
anywhy,NA,NA
aoli,NA,NA
aorta,1,1
aortal,1,NA
aortic,1,NA
aortography,NA,NA
ap,NA,NA
apa,NA,NA
apace,2,1
apache,3,NA
apaches,NA,NA
apaid,NA,NA
apart,8,NA
apartheid,1,1
apartment,1,2
apartments,NA,NA
apartness,NA,NA
apathetic,2,1
apathy,2,1
apatite,1,NA
apatosaurus,1,NA
ape,5,3
apelike,2,NA
apeman,NA,NA
aperitif,1,1
aperitifs,NA,NA
apert,NA,NA
aperture,3,2
apes,NA,NA
apex,2,2
aphasia,1,1
aphasic,3,NA
aphid,1,1
aphids,NA,NA
aphis,1,NA
aphonia,1,NA
aphorism,1,1
aphorisms,NA,NA
aphrodisia,1,NA
aphrodisiac,2,2
aphrodisiacs,NA,NA
aphrodite,1,NA
apiary,1,1
apices,NA,NA
apiece,1,1
aping,NA,NA
apish,1,NA
apl,NA,NA
aplasia,1,NA
aplastic,NA,NA
aplenty,NA,1
aplomb,1,1
apnea,1,NA
apneic,1,NA
apocalypse,2,2
apocalyptic,2,1
apocrine,1,NA
apocrypha,1,NA
apogee,2,2
apolitical,1,2
apollo,1,NA
apollonian,NA,NA
apologetic,1,1
apologia,1,1
apologias,NA,NA
apologies,NA,NA
apologise,2,NA
apologised,NA,NA
apologising,NA,NA
apologist,1,1
apologists,NA,NA
apologize,2,1
apologized,NA,NA
apologizes,NA,NA
apologizing,NA,NA
apology,3,2
apoplectic,1,1
apoplexy,1,1
aport,NA,NA
apostate,2,1
apostatized,NA,NA
apostle,3,2
apostles,NA,NA
apostolate,NA,NA
apostrophe,2,1
apostrophes,NA,NA
apothecaries,NA,NA
apothecary,1,1
apotheosis,2,2
app,NA,1
appal,2,NA
appalachia,1,NA
appalachian,2,NA
appalachians,1,NA
appalled,1,1
appalling,2,1
appallingly,1,NA
appalls,NA,NA
appaloosa,1,NA
appaloosas,NA,NA
appals,NA,NA
apparatchik,2,1
apparatus,2,3
apparatuses,NA,NA
apparel,2,2
apparelled,NA,NA
apparent,2,2
apparently,2,2
apparition,4,2
apparitions,NA,NA
appartement,NA,NA
appassionata,NA,NA
appassionato,NA,NA
appeal,9,5
appealed,NA,NA
appealing,2,2
appeals,NA,NA
appear,7,6
appearance,6,4
appearances,NA,NA
appeared,NA,NA
appearing,1,NA
appears,NA,NA
appease,3,2
appeased,NA,NA
appeasement,1,NA
appeasements,NA,NA
appeaser,1,NA
appeases,NA,NA
appeasing,1,NA
appel,NA,NA
appellant,2,1
appellate,1,NA
appellation,2,1
appendage,3,1
appendages,NA,NA
appendectomies,NA,NA
appendectomy,1,1
appended,NA,NA
appendicectomy,1,NA
appendices,NA,NA
appendicitis,1,1
appendix,2,2
appendixes,NA,NA
apperception,1,NA
appertaining,NA,NA
appetiser,1,NA
appetisers,NA,NA
appetising,1,NA
appetit,NA,NA
appetite,1,2
appetites,NA,NA
appetizer,1,1
appetizers,NA,NA
appetizing,1,1
applaud,2,2
applauded,NA,NA
applauders,NA,NA
applauding,NA,NA
applauds,NA,NA
applause,1,1
apple,2,1
applecart,2,NA
applejack,1,NA
apples,NA,NA
applesauce,2,NA
applewood,1,NA
appliance,2,1
appliances,NA,NA
applicability,1,NA
applicable,1,1
applicant,1,1
applicants,NA,NA
applicate,NA,NA
application,7,5
applications,NA,NA
applicator,1,1
applied,1,1
applies,NA,NA
appling,NA,NA
apply,10,5
applying,NA,NA
appoint,3,2
appointed,4,1
appointee,2,1
appointees,NA,NA
appointing,NA,NA
appointment,6,2
appointments,NA,NA
appoints,NA,NA
appomattox,NA,NA
apportioned,1,NA
apposed,NA,NA
appraisal,3,3
appraisals,NA,NA
appraise,2,3
appraised,NA,NA
appraiser,2,NA
appraisers,NA,NA
appraising,1,NA
appreciable,1,1
appreciably,1,NA
appreciate,5,4
appreciated,1,NA
appreciates,NA,NA
appreciating,NA,NA
appreciation,5,5
appreciations,NA,NA
appreciative,2,1
appreciatively,1,NA
appreciator,1,NA
apprehend,3,2
apprehended,1,NA
apprehending,NA,NA
apprehensibility,NA,NA
apprehension,4,2
apprehensions,NA,NA
apprehensive,3,1
apprentice,2,1
apprenticed,1,NA
apprentices,NA,NA
apprenticeship,1,1
apprenticeships,NA,NA
apprenticing,NA,NA
apprise,4,1
apprised,NA,NA
apprising,NA,NA
approach,14,8
approachable,3,2
approached,NA,NA
approaches,NA,NA
approaching,4,NA
approbation,2,1
appropriate,3,3
appropriated,NA,NA
appropriately,1,NA
appropriateness,2,NA
appropriating,NA,NA
appropriation,3,2
appropriations,NA,NA
approval,4,2
approvals,NA,NA
approve,2,2
approved,1,1
approves,NA,NA
approving,2,1
approximal,NA,NA
approximate,5,3
approximated,NA,NA
approximately,1,1
approximates,NA,NA
approximating,NA,NA
approximation,4,2
approximations,NA,NA
approximatively,NA,NA
apps,NA,NA
apr,1,NA
apraxia,1,NA
apres,NA,NA
apricot,3,4
apricots,NA,NA
april,1,NA
apriority,NA,NA
apron,4,3
aproned,NA,NA
aprons,NA,NA
apropos,3,0
apt,4,2
apterygote,NA,NA
aptitude,1,1
aptitudes,NA,NA
aptly,1,NA
aq,NA,NA
aqua,1,NA
aquacade,NA,NA
aqualung,1,NA
aqualungs,NA,NA
aquamarine,2,NA
aquarian,NA,NA
aquarians,NA,NA
aquarium,1,1
aquariums,NA,NA
aquarius,3,NA
aquatic,3,1
aquatics,1,NA
aquavit,1,NA
aqueduct,1,1
aqueducts,NA,NA
aqueous,2,1
aquifer,1,1
aquila,3,NA
aquiline,1,NA
aquilino,NA,NA
aquinas,1,NA
aquiver,NA,NA
ar,3,NA
ara,2,NA
arab,2,NA
arabesque,2,NA
arabia,1,NA
arabian,4,NA
arabians,NA,NA
arabic,2,NA
arable,1,1
arabs,NA,NA
araby,NA,NA
arachne,NA,NA
arachnid,1,1
arachnids,NA,NA
arachnoid,3,NA
arachnophobia,1,NA
aragonite,1,NA
aramaic,3,NA
arango,NA,NA
arapaho,2,NA
araucanian,NA,NA
arb,1,NA
arbiter,2,2
arbiters,NA,NA
arbitrage,2,1
arbitrager,1,NA
arbitrageurs,NA,NA
arbitrament,1,NA
arbitrarily,1,NA
arbitrary,1,1
arbitrate,1,1
arbitrates,NA,NA
arbitration,2,1
arbitrations,NA,NA
arbitrator,1,1
arbor,3,NA
arboreal,3,1
arboretum,1,1
arboretums,NA,NA
arborist,1,NA
arbors,NA,NA
arbour,1,NA
arbs,NA,NA
arbutus,1,NA
arc,4,NA
arcade,2,3
arcades,NA,NA
arcadia,1,NA
arcadians,NA,NA
arcana,NA,2
arcane,1,1
arcanum,1,NA
arced,1,NA
arch,7,3
archaeological,1,1
archaeologist,1,1
archaeologists,NA,NA
archaeology,1,1
archaeopteryx,1,1
archaic,2,2
archaism,1,1
archangel,2,1
archangels,NA,NA
archbishop,1,1
archbishops,NA,NA
archdeacon,1,1
archdiocese,1,1
archduchess,1,NA
archduke,1,1
archdukes,NA,NA
archean,2,NA
arched,2,1
archenemy,NA,1
archeological,1,NA
archeologist,1,NA
archeologists,NA,NA
archeology,1,NA
archeopteryx,1,NA
archer,3,NA
archers,NA,NA
