"Word","Freq_KF","Freq_HAL"
"wittier",NA,29
"wittiest",NA,53
"wittily",NA,17
"wittiness",NA,18
"wizards",NA,4151
"wizen",NA,4
"wizened",1,59
"wizening",NA,0
"wizens",NA,0
"wo",NA,2115
"woad",1,83
"wobbler",NA,24
"wobblers",NA,7
"wobbles",NA,161
"wobbliest",NA,0
"WOBURN",NA,445
"WOD",NA,345
"woefully",NA,538
"woes",NA,714
"wog",NA,280
"wogs",NA,138
"WOHAW",NA,0
"WOHAWS",NA,0
"WOHD",NA,0
"woken",1,447
"WOLCOTT",NA,102
"WOLCYRZ",NA,0
"wold",1,343
"WOLDE",NA,10
"wolds",NA,0
"WOLFE",NA,1485
"wolfed",NA,50
"WOLFES",NA,10
"vivariums",NA,2
"vivas",NA,136
"VIVE",NA,820
"VIVIER",NA,13
"vivifies",NA,0
"vivifying",NA,2
"viviparous",1,6
"vivisect",NA,18
"vivisected",NA,19
"vivisecting",NA,1
"vivisectionist",NA,19
"vivisectionists",NA,45
"vivisections",NA,7
"vivisects",NA,0
"VIVO",NA,971
"vixenish",NA,2
"vixens",NA,120
"VIYELLA",NA,3
"VIZ",NA,1806
"vizier",1,165
"viziers",NA,25
"VLADILEN",NA,26
"vocabs",NA,0
"vocalized",NA,38
"vocalizes",NA,5
"vocalizing",NA,34
"vocations",NA,146
"VOCABULARIANISM",NA,0
"vocative",1,22
"vocatives",NA,2
"VOCE",NA,887
"voces",NA,186
"vociferated",NA,1
"vociferates",NA,0
"vociferating",NA,0
"vodkas",NA,14
"VOEGELIN",NA,15
"vogues",NA,31
"voicing",NA,601
"voided",NA,190
"voiding",NA,117
"voile",1,73
"VOITURE",NA,96
"vol",NA,19090
"VOLARE",NA,128
"volatilities",NA,27
"volcanoes",NA,775
"vole",1,86
"VOLENS",NA,12
"voles",NA,42
"volitional",NA,134
"VOLKENSTEIN",NA,0
"VOLKER",NA,725
"VOLKSGEIST",NA,1
"volleyballs",NA,15
"volleyed",NA,12
"volleying",NA,23
"volleys",NA,112
"VOLNEY",NA,25
"VOLSTEAD",NA,5
"VOLTA",NA,601
"VOLTA'S",NA,0
"VOLTAIRE",NA,2255
"VOLTAIRE'S",NA,71
"volubility",1,4
"volubly",1,5
"voluminously",NA,4
"voluminousness",NA,5
"voluntaries",NA,0
"voluptuaries",NA,2
"voluptuary",1,0
"voluptuously",NA,3
"voluptuousness",NA,5
"volute",1,12
"voluted",NA,0
"volutes",NA,2
"VOM",NA,871
"VOMICA",NA,16
"vomited",NA,143
"vomits",NA,88
"VON",NA,13984
"VONNEGUT'S",NA,72
"voodooism",NA,3
"VOORHEES",NA,195
"VOPOS",NA,2
"voracity",NA,92
"VOROSHILOV",NA,8
"vortexes",NA,43
"vortices",1,130
"VOS",NA,1598
"votaries",NA,5
"voteless",NA,4
"vouchsafe",1,22
"vouchsafed",NA,26
"vouchsafing",NA,2
"VOUILLEMONT",NA,0
"VOULEZ",NA,92
"VOUME",NA,5
"VOUS",NA,3349
"vox",NA,1627
"voyaged",NA,3
"voyagers",NA,237
"VOYAGEURS",NA,26
"voyaging",NA,151
"voyeuristically",NA,1
"voyeurs",NA,109
"VRAI",NA,358
"VRILIUM",NA,0
"VROMAN",NA,8
"VTOL",NA,143
"VUE",NA,1362
"VUHRANDUH",NA,0
"vulcanite",1,3
"vulcanization",1,0
"vulcanizations",NA,0
"vulcanize",1,11
"vulcanizes",NA,0
"vulcanizing",NA,7
"vulgarian",1,27
"vulgarians",NA,16
"waists",NA,81
"WALDO",NA,652
"WANGENHEIM",NA,20
"wanks",NA,25
"wantoning",NA,0
"warders",NA,132
"warier",NA,5
"wartier",NA,0
"wartiest",NA,0
"WARWICK",NA,1186
"WARWICKSHIRE",NA,208
"WARYS",NA,0
"washbasins",NA,8
"washbowls",NA,0
"washcloths",NA,22
"washdays",NA,0
"washers",NA,412
"washerwomen",NA,0
"washhouse",1,0
"washerwoman",NA,12
"washhouses",NA,0
"washier",NA,1
"washwomen",NA,0
"wavering",NA,286
"WAYMOUTH",NA,2
"wearies",NA,8
"webs",NA,466
"WEIDMAN",NA,29
"weirdies",NA,6
"WELCH'S",NA,53
"WELDWOOD",NA,7
"welsher",NA,10
"Weltanschauungen",NA,8
"WENDELL",NA,982
"WESKER'S",NA,0
"wetted",NA,130
"WHAH",NA,15
"WHARTON",NA,773
"wheelhouse",NA,41
"whippy",NA,58
"WHITEFACE",NA,102
"whitings",NA,1
"whitlow",1,24
"whitlows",NA,0
"WHITROW",NA,2
"WHOE",NA,37
"wifelike",NA,0
"wiliness",1,2
"WILLIAMS'S",NA,47
"witting",1,52
"wobblier",NA,0
"WOLFE'S",NA,82
"WOODSIDE",NA,235
"WOONSOCKET",NA,36
"wormed",NA,75
"wormholes",NA,233
"wormier",NA,0
"ZUR",NA,1281
"washiest",NA,0
"WASHIZU",NA,1
"WASHIZU'S",NA,0
"WASHOE",NA,39
"washouts",NA,25
"washrooms",NA,33
"washstands",NA,0
"washwoman",NA,0
"washy",1,58
"waspish",NA,13
"waspishly",NA,2
"waspishness",NA,1
"wasps",NA,320
"wassails",NA,0
"WASSON",NA,301
"wast",NA,162
"wastebaskets",NA,22
"wastefully",NA,11
"wastefulness",NA,29
"wastelands",NA,138
"waster",NA,89
"wasters",NA,51
"wastrel",1,22
"wastrels",NA,6
"watchbands",NA,4
"watchdogs",NA,156
"watcher",NA,1464
"watchfully",NA,2
"watchfulness",NA,26
"WATCHINGS",NA,5
"watchmakers",NA,28
"watchstraps",NA,0
"watchtowers",NA,14
"watchword",NA,66
"watchwords",NA,9
"waterbirds",NA,3
"watercannons",NA,0
"waterchute",NA,0
"waterchutes",NA,0
"watercolour",NA,43
"watercolours",NA,36
"watercourses",NA,10
"WATERFLOWS",NA,0
"waterfowls",NA,0
"waterfronts",NA,2
"waterhen",NA,2
"waterhens",NA,0
"waterholes",NA,0
"waterier",NA,0
"wateriest",NA,0
"waterlines",NA,5
"waterman",NA,461
"watermarks",NA,73
"watermelons",NA,96
"watermen",NA,15
"watermills",NA,6
"waterproofed",NA,40
"waterproofs",NA,12
"waterspouts",NA,40
"watertables",NA,0
"waterwheels",NA,6
"WATLING",NA,32
"wattages",NA,24
"WATTENBERG",NA,43
"WATTERSON",NA,197
"wattle",1,62
"watts",NA,4947
"WAVELAND",NA,30
"wavered",NA,124
"waverer",NA,0
"waverers",NA,1
"waveringly",NA,0
"wavier",NA,22
"waviest",NA,1
"waviness",NA,18
"waxes",NA,245
"waxier",NA,1
"waxiest",NA,0
"waxiness",NA,3
"waybill",1,44
"waybills",NA,13
"wayfarers",NA,16
"wayfaring",NA,12
"waylain",NA,0
"waylaying",NA,3
"waylays",NA,1
"WE'UNS",NA,10
"weaklier",NA,0
"weakliest",NA,0
"weaklings",NA,137
"weal",1,58
"Weald",1,17
"weals",NA,13
"wealthier",NA,231
"wealthily",NA,3
"weans",NA,27
"weaponless",NA,66
"wearable",1,96
"wearer",1,397
"wearers",NA,152
"wearier",NA,2
"weariest",NA,2
"WEARIN",NA,325
"weasels",NA,506
"weatherboard",NA,17
"weatherboards",NA,0
"weathercock",NA,8
"weathercocks",NA,0
"WEATHERFORD",NA,108
"weatherglass",NA,0
"weatherglasses",NA,0
"weathermen",NA,89
"weatherproofed",NA,1
"weatherproofing",NA,9
"weatherproofs",NA,0
"weaved",NA,94
"weavers",NA,303
"WEBB",NA,2590
"webbed",1,184
"WEBBER",NA,2439
"webbing",NA,443
"WEBER",NA,3155
"WEBSTERVILLE",NA,0
"WECHSLER",NA,58
"wedges",NA,350
"wedging",NA,54
"Wedgwood",NA,51
"weds",NA,191
"WEEDE",NA,17
"weedier",NA,0
"weediest",NA,0
"weediness",NA,3
"weeding",NA,276
"weedy",NA,97
"weeing",NA,33
"weekdays",NA,1264
"weekended",NA,3
"weekender",NA,24
"weekenders",NA,32
"weekending",NA,12
"weeknights",NA,95
"WEEMS'S",NA,0
"weenier",NA,0
"weeniest",NA,3
"weepier",NA,0
"weepiest",NA,0
"weeps",NA,229
"wees",NA,78
"weevil",1,65
"weevils",NA,43
"weft",1,99
"wefts",NA,2
"WEGENER",NA,115
"WEI",NA,2019
"WEIDER",NA,128
"WEIGAND",NA,120
"WEIGEL'S",NA,0
"weighbridge",NA,1
"weighbridges",NA,0
"weightier",NA,26
"weightiest",NA,0
"weightily",NA,3
"weightiness",NA,1
"weightlessly",NA,3
"WEIGLE",NA,99
"WEIL",NA,946
"WEINBERG",NA,697
"WEINSTEIN",NA,640
"WEINSTEIN'S",NA,23
"weirder",NA,375
"weirdest",NA,323
"weirdie",NA,2
"weirdness",NA,777
"weirdos",NA,311
"WEIRDY",NA,2
"WEISS",NA,3011
"WEISSMAN",NA,305
"WEISSMULLER",NA,2
"WELBORN",NA,32
"WELCH",14,1852
"welders",NA,125
"WELDON",NA,393
"welds",NA,180
"welkin",1,6
"WELL'S",NA,74
"WELLESLEY",NA,710
"wellington",NA,4336
"wellingtons",NA,18
"WELLMAN",NA,286
"WELLS'S",NA,2
"WELLSLEY",NA,5
"wellsprings",NA,28
"WELLSVILLE",NA,13
"WELMERS",NA,0
"welshed",NA,4
"welshers",NA,15
"welshes",NA,0
"welshing",NA,8
"Welshmen",NA,22
"Weltanschauung",NA,32
"weltered",NA,0
"weltering",NA,2
"welters",NA,9
"welterweights",NA,7
"WELTON",NA,31
"WEMMICK",NA,0
"wen",1,730
"wenched",NA,0
"wenches",NA,35
"wenching",NA,10
"wend",1,150
"WENDELLS",NA,0
"wens",NA,24
"Wensleydale",NA,4
"Wensleydales",NA,0
"WENTWORTH",NA,458
"werewolves",NA,355
"WERGELAND",NA,5
"WERNER",NA,1751
"wert",NA,143
"WERT'S",NA,2
"vaporizing",NA,74
"vapour",NA,517
"vapours",NA,52
"VAQUERO",1,43
"VAR",NA,7959
"VARANI",NA,6
"variableness",1,1
"variably",NA,56
"VARIAN",NA,222
"variants",NA,3394
"varicoloured",NA,2
"variegate",1,0
"variegated",NA,96
"variegates",NA,0
"variegating",NA,0
"variegation",1,8
"variegations",NA,0
"variform",NA,0
"VARIGRAD",NA,0
"variorum",1,9
"variorums",NA,0
"VARITINTED",NA,0
"VARITYPING",NA,0
"VARLAAM",NA,0
"VARLAAM'S",NA,0
"varlet",1,10
"varlets",NA,2
"varmints",NA,59
"VARNER",NA,121
"VARNESSA",NA,0
"varnished",NA,75
"varnishing",NA,16
"VARVISO",NA,0
"VASA",NA,86
"VASADY",NA,1
"vasectomies",NA,60
"VASILIEVITCH",NA,0
"VASKA",NA,16
"VASORUM",NA,0
"vassalage",NA,8
"vassals",NA,64
"vastest",NA,2
"vastness",NA,169
"vats",NA,172
"VAUDOIS",NA,5
"VAUGHAN",NA,1194
"VAUGHN",NA,1566
"vaulted",NA,108
"vaulter",NA,12
"vaunt",1,7
"vaunted",NA,232
"vaunter",NA,0
"vaunters",NA,0
"vaunting",NA,6
"vauntingly",NA,0
"vaunts",NA,0
"VEBLEN",NA,17
"VECCHIO",NA,150
"VEECK'S",NA,0
"vegans",NA,350
"vegetarianism",NA,512
"vegetarians",NA,1003
"vegetated",NA,47
"vegetates",NA,4
"vegetating",NA,25
"vela",NA,175
"velar",1,57
"velarized",NA,5
"velarizes",NA,0
"velarizing",NA,0
"velars",NA,0
"VELASQUEZ",NA,175
"veld",NA,19
"velds",NA,0
"VELDT",NA,512
"velocipede",1,28
"velocipedes",NA,0
"VELOCITER",NA,0
"VELON",NA,1
"velum",1,5
"VENABLE",NA,160
"venality",1,32
"venally",1,0
"vended",NA,30
"vendee",1,13
NA,NA,NA
"vendees",NA,0
NA,NA,NA
"vendettas",NA,113
"VENDOME",NA,11
"vends",NA,31
"veneered",NA,31
"veneering",NA,22
"veneers",NA,59
"venerates",NA,16
"venerating",NA,4
"venerations",NA,0
"VENETO",NA,36
"Venezuelans",NA,24
"venge",NA,7
"venged",NA,0
"vengefully",NA,5
"vengefulness",NA,14
"venges",NA,0
"venging",NA,1
"VENN",NA,84
"venomed",NA,25
"venomously",NA,26
"VENTI",NA,54
"ventilators",NA,28
"venting",NA,643
"ventriloquists",NA,7
"VENTURA",NA,2793
"venturers",NA,48
"venturesomeness",NA,0
"VENTURI",NA,381
"venturing",NA,231
"venues",NA,1560
"VENUSIANS",NA,33
"veraciously",NA,0
"verbalized",NA,38
"verbalizes",NA,4
"verbals",NA,12
"verbalizing",NA,44
"verbena",1,35
"verbenas",NA,0
"VERBOORT",NA,0
"verbosely",NA,13
"verboseness",NA,6
"VERBOTEN",1,201
"verdancy",NA,0
"VERDI",NA,445
"VERDI'S",NA,42
"verdicts",NA,187
"verdigris",1,4
"VERE",NA,303
"verger",NA,10
"vergers",NA,0
"VERGESSEN",NA,86
"VERICT",NA,0
"VERIE",NA,15
"verier",NA,1
"veriest",NA,7
"verifiable",NA,1215
"verifications",NA,122
"verifies",NA,384
"verifying",NA,1151
"verisimilitudes",NA,0
"veritably",NA,24
"verities",NA,29
"VERLOOP",NA,5
"VERLOOP'S",NA,0
"VERMEERSCH",NA,17
"VERMEIL",1,29
"VERMEJO",NA,0
"vermiculite",NA,165
"vernal",1,197
"VERNAVA",NA,1
"VERNE",NA,447
"VERNER",NA,41
"VERNIER",2,48
"VERNON",NA,2130
"VERNON'S",NA,33
"VERNOR",NA,158
"VERO",NA,498
"Veronal",NA,0
"veronicas",NA,8
"VERPLANCK'S",NA,0
"VERREAU",NA,7
"VERRONE",NA,0
"verruca",NA,3
"verrucae",NA,16
"verrucas",NA,1
"VERSA",NA,5518
"versification",1,8
"versifier",NA,6
"versifiers",NA,4
"versifies",NA,0
"versifying",NA,2
"verso",1,210
"versos",NA,66
"VERSTANDIG",NA,28
"VERSTRICHEN",NA,0
"vertebra",1,63
"vertexes",NA,81
"vertically",NA,1532
"verticals",NA,102
"vertices",1,690
"vertiginous",1,15
"vesicles",NA,85
"VESOLE",NA,0
"Vesta",NA,152
"vestals",NA,10
"vestibules",NA,7
"vestiges",NA,245
"vestigially",NA,2
"vestries",NA,0
"vestry",1,15
"vestryman",NA,0
"vestrymen",NA,1
"vesture",1,10
"vestured",NA,0
"vestures",NA,0
"vesturing",NA,0
"VESUVIO'S",NA,1
"vetch",1,38
"vetches",NA,0
"vetoer",NA,0
"vetoers",NA,0
"vetoes",NA,153
"vetos",NA,52
"vets",NA,1675
"vetted",NA,111
"vetting",NA,38
"VEVAY",NA,0
"vexations",NA,25
"vexatiously",NA,0
"VIA'S",NA,26
"viably",1,8
"viaducts",NA,4
"VIALE",NA,93
"VIALL",NA,7
"vials",NA,273
"viands",NA,1
"VIAREGGIO",NA,43
"vibrantly",NA,9
"vibraphones",NA,4
"vibrates",NA,185
"vibrations",NA,1308
"vibrators",NA,296
"vibratos",NA,8
"VIBRIONIC",NA,3
"VIC",NA,4181
"vicarages",NA,0
"vicars",NA,43
"VICENZA",NA,79
"vicariously",NA,180
"vicariousness",NA,0
"viceregal",1,1
"vicereine",NA,0
"vicereines",NA,0
"viceroys",NA,10
"VICHY",NA,158
"vicinities",NA,6
"viciously",NA,505
"VICKERS",NA,509
"VICKERY",NA,200
"VICKSBURG",NA,315
"VICOLO",NA,5
"victimizations",NA,29
"victimizes",NA,15
"victimizing",NA,77
"victorias",NA,55
"victors",NA,582
"VICTROLA",NA,104
"victualled",NA,0
"victualler",NA,0
"victuallers",NA,0
"victualling",NA,0
"vicuna",1,7
"VIDA",NA,2343
"VIDAL",NA,669
"VIDAL'S",NA,15
"vide",1,281
"vided",NA,24
"videlicet",1,0
"videos",NA,11532
"videotaped",NA,280
"videotapes",NA,1183
"videotaping",NA,144
"vides",NA,36
"viding",NA,3
"VIELLEICHT",NA,482
"VIENNE",NA,23
"VIENOT",NA,0
"VIENTIANE",NA,112
"VIET",NA,1596
"VIETH",NA,14
"VIEUX",NA,172
"viewfinders",NA,32
"vigilantes",NA,306
"vigilantly",NA,36
"vigils",NA,38
"vignettes",NA,140
"vigour",NA,100
"VIKULOV",NA,0
"VILAS",NA,72
"vilely",1,9
"viler",NA,3
"vilest",NA,64
"vilification",1,89
"vilifications",NA,3
"vilified",NA,112
"vilifies",NA,19
"villainies",NA,2
"villas",NA,243
"villein",1,1
"villeins",NA,6
"vim",1,663
"vindicates",NA,50
"vindications",NA,0
"vinegars",NA,38
"vineries",NA,0
"vindictively",NA,5
"vindictiveness",NA,82
"vinery",NA,0
"VINNICUM",NA,0
"vino",NA,419
"vinoes",NA,0
"VINOGRADOFF",NA,0
"vinous",1,6
"VINSON",NA,388
"vintages",NA,106
"vintners",NA,22
"vinyls",NA,92
"VIOILN",NA,1
"viol",NA,110
"violas",NA,62
"violoncellist",1,0
"violoncellists",NA,4
"violoncello",NA,19
"violoncellos",NA,1
"VIP",NA,1559
"vipers",NA,353
"VIPHAKONE",NA,0
"virago",1,283
"viragos",NA,14
"VIRGILIA",NA,0
"virginals",NA,1
"Virginias",NA,9
"virgins",NA,678
"Virgos",NA,70
"virgule",1,9
"virgules",NA,0
"virologist",NA,63
"virologists",NA,22
"VIRSALADZE",NA,3
"virtu",1,19
"virtuosi",NA,49
"virtuosos",NA,36
"virtuously",NA,5
"virulency",NA,0
"virulently",NA,74
"viruses",NA,10141
"visaed",NA,0
"visages",NA,21
"visaing",NA,0
"visas",NA,2510
"viscid",1,13
"VISCOELASTICITY",NA,9
"VISCOMETER",NA,1
"viscountcies",NA,0
"viscountcy",NA,2
"viscountess",NA,31
"viscountesses",NA,1
"viscounts",NA,24
"VISIGOTHS",NA,53
"visionaries",NA,235
"visitant",1,17
"visitants",NA,6
"visors",NA,97
"VISRHANIK",NA,0
"visualizations",NA,81
"visualizing",NA,492
"VITA",5,1046
"vitalist",NA,20
"vitalists",NA,3
"vitalization",1,2
"vitalized",NA,5
"vitalizes",NA,0
"vitalizing",NA,7
"vitiate",1,38
"vitiated",NA,23
"vitiates",NA,24
"vitiating",NA,6
"vitiation",1,0
"viticulture",NA,24
"vitric",NA,0
"vitrified",NA,38
"vitrifies",NA,1
"vitrify",NA,10
"vitrifying",NA,7
"vitriol",NA,374
"vitriolic",2,305
"VITTORIO",NA,107
"vituperate",1,8
"vituperated",NA,2
"vituperates",NA,1
"vituperative",NA,66
"vituperatively",NA,1
"vituperating",NA,0
"vituperation",NA,31
"VITUS",NA,120
"vivace",1,35
"vivaciously",NA,1
"vivaciousness",NA,2
"VIVALDI",NA,280
"vivaria",NA,3
"vivarium",NA,67
"varsities",NA,1
"vaulters",NA,4
"velarize",NA,0
"verdure",1,4
"vermiform",1,7
"vermifuge",1,6
"vermifuges",NA,1
"vermilions",NA,0
"verminous",NA,15
"vermouths",NA,0
"VERN",NA,524
"vernaculars",NA,32
"versified",NA,0
"vesper",1,73
"vesting",NA,28
"vetoing",NA,111
"VIATOR",NA,10
"vicunas",NA,1
"VIGREUX",NA,0
"vileness",NA,70
"villeinage",NA,6
"vindicating",NA,22
"vinegary",NA,23
"viols",NA,58
"VIRDON",NA,7
"VISCOELASTIC",NA,16
"vulgarism",1,6
"vulgarisms",NA,2
"vulgarities",NA,86
"vulgarization",1,2
"vulgarized",NA,2
"vulgarizes",NA,0
"vulgarizing",NA,0
"vulgarly",NA,20
"Vulgate",1,144
"vulnerabilities",NA,264
"vulnerably",1,1
"VULTURELIKE",NA,1
"vultures",NA,1674
"VULTURIDAE",NA,0
"vulvae",NA,2
"vulvas",NA,8
"WAAL'S",NA,0
"WAC",NA,675
"WACKER",NA,215
"wackier",NA,22
"wackiest",NA,44
"wackiness",NA,61
"WACKLIN",NA,0
"WACs",NA,11
"WADDELL",NA,271
"wadding",1,79
"waddled",NA,44
"waddles",NA,31
"waddling",NA,56
"waders",NA,144
"wades",NA,48
"wadge",NA,8
"wadges",NA,8
"wadi",1,74
"wading",NA,824
"wadis",NA,1
"wafers",NA,289
"waffled",NA,60
"waffling",NA,206
"wafted",NA,79
"wafting",NA,93
"wafts",NA,31
"wagered",NA,76
"wagering",NA,217
"wagers",NA,104
"waggeries",NA,0
"waggery",1,142
"WAGGIN",NA,3
"waggish",1,8
"waggishly",NA,0
"waggishness",NA,0
"waggles",NA,13
"wagoner",NA,348
"wagoners",NA,4
"wagonettes",NA,0
"wags",NA,101
"wagtails",NA,2
"WAHTAHM",NA,0
"waifs",NA,27
"WAILBRI",NA,0
"wain",1,61
"wains",NA,9
"wainscots",NA,0
"waistbands",NA,40
"waistcoats",NA,6
"waistlines",NA,11
"WAITE",NA,762
"WAITIN",NA,171
"waivers",NA,352
"waives",NA,92
"waiving",NA,206
"wakefully",NA,0
"wakens",NA,5
"WALBRIDGE",NA,9
"WALCOTT",NA,232
"WALDENSIAN",NA,4
"wale",NA,50
"WALFORD",NA,91
"WALITZEE",NA,0
"walkabouts",NA,12
"walkaways",NA,2
"WALKIN",NA,309
"walkouts",NA,10
"wallabies",NA,49
"wallah",NA,37
"wallahs",NA,0
"WALLE",NA,35
"WALLENSTEIN",NA,17
"wallets",NA,511
"wallflowers",NA,24
"walling",NA,106
"WALLINGFORD",NA,180
"wallops",NA,119
"wallows",NA,27
"wallpapered",NA,16
"wallpapering",NA,16
"WALPOLE",NA,178
"walruses",NA,22
"Walsh",NA,3709
"WALSH'S",NA,62
"WALTHAM",NA,1176
"waltzed",NA,48
"waltzes",NA,127
"waltzing",NA,352
"wampum",1,46
"wan",2,6501
"WANDERJAHR",NA,1
"wands",NA,357
"wanes",NA,96
"WANGEMANS",NA,0
"wangle",1,17
"wangled",NA,11
"wangles",NA,1
"wangling",NA,0
"wank",NA,405
"wanked",NA,19
"wankers",NA,314
"wanking",NA,231
"wanly",NA,12
"wanner",NA,30
"wanness",NA,0
"wannest",NA,0
"WANSEE",NA,6
"WANSLEY",NA,1
"WANTA",NA,125
"wantoned",NA,0
"wantonly",NA,148
"wantonness",NA,14
"wantons",NA,0
"wapiti",1,25
"wapitis",NA,0
"WAPPINGER",NA,23
"warbled",NA,24
"warblers",NA,33
"warbles",NA,18
"warder",1,231
"wardress",NA,5
"wardresses",NA,1
"wardrobes",NA,44
"wardrooms",NA,0
"WAREHOUSEMAN'S",NA,0
"WARFIELD",NA,248
"WARFRONT",NA,2
"warheads",NA,622
"warhorses",NA,23
"wariest",NA,1
"wariness",1,33
"WARLESS",1,3
"warlocks",NA,102
"warlords",NA,1033
"warmers",NA,104
"warmest",NA,479
"warmness",NA,18
"warmongers",NA,110
"WARNER",NA,9773
"warps",NA,443
"warrantees",NA,36
"warranties",NA,1890
"warranting",NA,41
"warrantor",NA,2
"warrantors",NA,0
"warrens",NA,1402
"WARRENTON",NA,53
"warthogs",NA,58
"untruths",NA,171
"untutored",NA,84
"unveiling",NA,268
"unveils",NA,168
"unwieldiness",NA,0
"unwinds",NA,15
"unzipped",NA,903
"unzipping",NA,380
"unzips",NA,107
"upbeats",NA,22
"upbraid",1,4
"upbraided",NA,20
"upbraiding",NA,5
"upbraids",NA,2
"updates",NA,24559
"updating",NA,5000
"upended",NA,27
"upending",NA,10
"upends",NA,4
"upgrades",NA,6940
"upheavals",NA,188
"upholder",NA,18
"upholsterers",NA,3
"upholsterer",NA,11
"upholstering",NA,4
"upholsters",NA,0
"UPLANDS",NA,63
"uplifted",NA,98
"uplifts",NA,27
"uppercuts",NA,106
"uppers",NA,155
"upping",NA,185
"uppish",1,1
"uppishly",NA,0
"uppishness",NA,0
"UPPON",NA,32
"uprightly",NA,7
"uprightness",NA,40
"uprights",NA,91
"uprisen",NA,1
"uprises",NA,1
"uproars",NA,16
"uprooting",NA,100
"uprose",NA,1
"UPSHOTS",NA,4
"UPSON",NA,62
"upstaged",NA,52
"upstaging",NA,4
"upstarts",NA,142
"upsurges",NA,12
"upswings",NA,6
"UPTON",NA,492
"UPTREND",NA,76
"upturns",NA,2
"URANYL",NA,2
"URBANA",NA,1573
"urbanely",NA,3
"urbanizes",NA,1
"urbanizing",NA,7
"URBANO",NA,99
"urchins",NA,93
"Urdu",1,798
"UREMIA",1,10
"URETHANES",NA,29
"uric",1,83
"URICH",NA,80
"urinated",NA,152
"urinates",NA,106
"urinating",NA,262
"urination",1,340
"URSULINE",NA,5
"Uruguayans",NA,10
"usedn't",NA,0
"usherette",NA,7
"ushering",NA,91
"ushers",NA,208
"USSR",NA,3858
"usurer",1,1
"usurers",NA,11
"usuriously",NA,0
"usuriousness",NA,0
"usurpations",NA,63
"usurpers",NA,36
"usurping",NA,210
"usurps",NA,30
"uteri",NA,17
"uteruses",NA,11
"utilitarians",NA,24
"utilizable",NA,3
"utterable",NA,0
"utters",NA,190
"UTTUH",NA,0
"uvula",1,31
"uvulae",NA,0
"uvular",NA,17
"uvulars",NA,2
"uvulas",NA,1
"UXBRIDGE",NA,748
"uxorious",1,2
"uxoriously",NA,0
"uxoriousness",NA,0
"VA",NA,44547
"vac",NA,887
"vacantly",NA,10
"vacates",NA,18
"vacating",NA,28
"vacationed",NA,38
"vacationer",NA,2
"vacationists",NA,0
"vaccinated",NA,1078
"vaccinates",NA,2
"vacationist",NA,0
"VACATIONLAND",NA,12
"vaccinations",NA,1227
"vaccines",NA,1817
"VACHELL",NA,0
"vacillated",NA,22
"vacillates",NA,18
"vacillating",NA,37
"vacillation",1,28
"vacillations",NA,18
"vacs",NA,25
"vacua",NA,6
"vacuities",NA,1
"VACUOLATED",NA,0
"VACUOLIZATION",NA,1
"vacuously",NA,19
"vacuousness",NA,8
"vacuums",NA,58
"VADE",NA,46
"VADIM",NA,506
"VADSTENA",NA,2
"vaginas",NA,178
"vagrancy",1,28
"vagrants",NA,27
"vaguer",NA,24
"vainer",NA,3
"vainest",NA,3
"vainglorious",1,24
"vaingloriously",NA,1
"vainglory",1,7
"vainly",NA,194
"valance",1,80
"valances",NA,4
"valediction",1,6
"valedictions",NA,0
"valedictory",1,12
"valences",NA,55
"valencies",NA,0
"valency",1,4
"VALENTE",NA,182
"valentines",NA,1871
"valerian",NA,248
"VALERY",NA,257
"vales",NA,60
"valeted",NA,0
"valeting",NA,1
"valets",NA,35
"valetudinarian",1,4
"valetudinarians",NA,0
"valetudinary",NA,0
"VALEUR",NA,90
"VALEWE",NA,0
"validates",NA,207
"validations",NA,56
"valise",1,20
"valises",NA,9
"VALLE",NA,350
"VALLEE",NA,394
"VALLFART",NA,0
"VALMET",NA,22
"VALOIS",NA,31
"valorous",1,26
"valour",NA,101
"valse",NA,32
"valses",NA,7
"valuables",NA,390
"valuer",NA,9
"valuers",NA,7
"valuing",NA,268
"valvular",1,10
"vamoosed",NA,1
"vamooses",NA,0
"vamoosing",NA,0
"vamped",NA,10
"vamping",NA,29
"vamps",NA,300
"vanadium",1,73
"VANCE'S",NA,54
"vandalized",NA,123
"vandalizes",NA,4
"vandalizing",NA,37
"VANDERVOORT",NA,2
"VANDIVER",NA,31
"VANDRINGSAR",NA,0
"vanes",NA,136
"vanguards",NA,49
"vanillas",NA,31
"vanquished",NA,225
"vanquishes",NA,7
"vanquishing",NA,24
"vans",NA,755
"vantagepoints",NA,0
"vapid",1,205
"vapidity",1,12
"vapidly",1,2
"vapidness",NA,1
"vaporizations",NA,0
"vaporized",NA,248
"vaporizes",NA,51
"unbosoms",NA,0
"unbowed",NA,27
"unbuckled",NA,91
"unbuckles",NA,12
"unbuckling",NA,17
"unburdening",NA,7
"unburdens",NA,3
"unbuttoned",NA,358
"UNCALLED",NA,544
"uncannier",NA,0
"uncanniest",NA,1
"uncannily",NA,93
"UNCAS",NA,6
"unceremoniously",NA,259
"unceremoniousness",NA,0
"uncertainly",NA,115
"uncertainness",NA,1
"uncharitably",NA,5
"UNCKLE",NA,0
"uncleanness",NA,33
"unco",NA,7
"uncoloured",NA,3
"UNCOMFORATBLE",NA,5
"uncompromisingly",NA,12
"unconditionally",NA,604
"unconscionably",NA,12
"unconsciousness",NA,409
"uncorking",NA,6
"uncorks",NA,10
